datetime,timestamp,open,high,low,close,volume
2025-07-01 16:00:00,1751385600000,2.1884,2.2046,2.1562,2.1574,22540561.8
2025-07-01 20:00:00,1751400000000,2.1573,2.1817,2.1475,2.172,16924057.8
2025-07-02 00:00:00,1751414400000,2.1719,2.1869,2.157,2.1859,12057376.6
2025-07-02 04:00:00,1751428800000,2.1859,2.1976,2.1816,2.192,14793776.5
2025-07-02 08:00:00,1751443200000,2.1921,2.2042,2.1734,2.1767,15973319.3
2025-07-02 12:00:00,1751457600000,2.1767,2.2154,2.1685,2.2122,20569301.5
2025-07-02 16:00:00,1751472000000,2.2121,2.2917,2.209,2.2649,63739759.9
2025-07-02 20:00:00,1751486400000,2.2649,2.2667,2.2304,2.2336,22207261.6
2025-07-03 00:00:00,1751500800000,2.2335,2.2476,2.2243,2.2423,11903284.7
2025-07-03 04:00:00,1751515200000,2.2423,2.2832,2.24,2.2788,23683642.6
2025-07-03 08:00:00,1751529600000,2.2788,2.3116,2.2754,2.296,37316877.7
2025-07-03 12:00:00,1751544000000,2.296,2.3135,2.239,2.2433,48720288.9
2025-07-03 16:00:00,1751558400000,2.2434,2.2828,2.2429,2.2718,18107892.2
2025-07-03 20:00:00,1751572800000,2.2718,2.28,2.2534,2.2569,8656608.9
2025-07-04 00:00:00,1751587200000,2.2569,2.2678,2.2399,2.2484,9439380.4
2025-07-04 04:00:00,1751601600000,2.2484,2.2515,2.2159,2.2209,16848591.7
2025-07-04 08:00:00,1751616000000,2.2209,2.2403,2.2077,2.2384,10116217.4
2025-07-04 12:00:00,1751630400000,2.2385,2.2433,2.2032,2.2146,18131551.8
2025-07-04 16:00:00,1751644800000,2.2146,2.2252,2.196,2.2104,12752329.8
2025-07-04 20:00:00,1751659200000,2.2103,2.2288,2.2079,2.2205,5001128.0
2025-07-05 00:00:00,1751673600000,2.2205,2.2275,2.2097,2.2256,3994534.3
2025-07-05 04:00:00,1751688000000,2.2257,2.2339,2.2176,2.2248,5586910.6
2025-07-05 08:00:00,1751702400000,2.2248,2.2266,2.2113,2.2217,4976670.5
2025-07-05 12:00:00,1751716800000,2.2217,2.2309,2.2147,2.2228,4979729.3
2025-07-05 16:00:00,1751731200000,2.2228,2.2249,2.2014,2.2146,7614073.6
2025-07-05 20:00:00,1751745600000,2.2147,2.2196,2.2074,2.2178,6906472.0
2025-07-06 00:00:00,1751760000000,2.2177,2.2224,2.2086,2.2165,3349853.0
2025-07-06 04:00:00,1751774400000,2.2164,2.235,2.2162,2.2276,6335299.5
2025-07-06 08:00:00,1751788800000,2.2276,2.2849,2.2266,2.2617,31788760.0
2025-07-06 12:00:00,1751803200000,2.2617,2.29,2.2608,2.277,23281262.8
2025-07-06 16:00:00,1751817600000,2.277,2.2827,2.2462,2.2647,14458428.1
2025-07-06 20:00:00,1751832000000,2.2646,2.289,2.2632,2.2709,12894524.1
2025-07-07 00:00:00,1751846400000,2.2709,2.279,2.2571,2.2703,7511697.1
2025-07-07 04:00:00,1751860800000,2.2704,2.275,2.2552,2.2724,11403752.7
2025-07-07 08:00:00,1751875200000,2.2723,2.2978,2.2681,2.2829,18956360.8
2025-07-07 12:00:00,1751889600000,2.2828,2.3497,2.2711,2.3389,68971045.9
2025-07-07 16:00:00,1751904000000,2.3388,2.3537,2.281,2.2993,49068870.6
2025-07-07 20:00:00,1751918400000,2.2993,2.2993,2.2591,2.2708,20405723.6
2025-07-08 00:00:00,1751932800000,2.2707,2.2733,2.2485,2.2629,19717792.4
2025-07-08 04:00:00,1751947200000,2.2628,2.2764,2.2568,2.2753,16972004.2
2025-07-08 08:00:00,1751961600000,2.2753,2.3009,2.2729,2.2934,18885230.9
2025-07-08 12:00:00,1751976000000,2.2935,2.3048,2.278,2.2862,19619186.0
2025-07-08 16:00:00,1751990400000,2.2863,2.3223,2.283,2.3214,19315069.1
2025-07-08 20:00:00,1752004800000,2.3214,2.3219,2.2966,2.3108,11946726.0
2025-07-09 00:00:00,1752019200000,2.3109,2.3188,2.2975,2.3033,12349411.6
2025-07-09 04:00:00,1752033600000,2.3034,2.3377,2.3018,2.3316,18121815.1
2025-07-09 08:00:00,1752048000000,2.3315,2.3884,2.3302,2.3815,37034529.9
2025-07-09 12:00:00,1752062400000,2.3814,2.4039,2.3516,2.3818,52673357.6
2025-07-09 16:00:00,1752076800000,2.3818,2.4288,2.375,2.421,34139798.3
2025-07-09 20:00:00,1752091200000,2.4211,2.4222,2.3836,2.4038,27199487.3
2025-07-10 00:00:00,1752105600000,2.4038,2.4371,2.3931,2.4203,20584557.5
2025-07-10 04:00:00,1752120000000,2.4202,2.4425,2.4109,2.437,22593576.0
2025-07-10 08:00:00,1752134400000,2.437,2.4618,2.4266,2.4525,32816704.2
2025-07-10 12:00:00,1752148800000,2.4526,2.4597,2.4188,2.4542,31692437.9
2025-07-10 16:00:00,1752163200000,2.4543,2.5122,2.4466,2.5003,46173247.1
2025-07-10 20:00:00,1752177600000,2.5003,2.5678,2.4921,2.5471,55665962.1
2025-07-11 00:00:00,1752192000000,2.5471,2.5929,2.5119,2.5764,38899978.5
2025-07-11 04:00:00,1752206400000,2.5763,2.5985,2.5536,2.5792,43533734.1
2025-07-11 08:00:00,1752220800000,2.5791,2.6607,2.579,2.6287,59652232.3
2025-07-11 12:00:00,1752235200000,2.6287,2.975,2.625,2.7724,254738504.5
2025-07-11 16:00:00,1752249600000,2.7724,2.858,2.6919,2.858,117127013.3
2025-07-11 20:00:00,1752264000000,2.858,2.858,2.6596,2.7322,101410371.3
2025-07-12 00:00:00,1752278400000,2.7323,2.8479,2.6882,2.8006,68762309.5
2025-07-12 04:00:00,1752292800000,2.8006,2.8063,2.7558,2.7675,41669185.0
2025-07-12 08:00:00,1752307200000,2.7675,2.8476,2.7658,2.8054,52758225.2
2025-07-12 12:00:00,1752321600000,2.8054,2.8087,2.6629,2.6812,92437257.3
2025-07-12 16:00:00,1752336000000,2.6813,2.7534,2.6701,2.737,54357529.5
2025-07-12 20:00:00,1752350400000,2.737,2.7484,2.6837,2.7395,31532645.5
2025-07-13 00:00:00,1752364800000,2.7395,2.7859,2.7232,2.7684,30176899.2
2025-07-13 04:00:00,1752379200000,2.7684,2.8144,2.7583,2.7992,28666043.3
2025-07-13 08:00:00,1752393600000,2.7991,2.8202,2.771,2.7889,32664307.5
2025-07-13 12:00:00,1752408000000,2.7888,2.8949,2.7825,2.8381,84577000.3
2025-07-13 16:00:00,1752422400000,2.8381,2.8817,2.8115,2.8456,42745617.7
2025-07-13 20:00:00,1752436800000,2.8456,2.8648,2.7637,2.8361,41812638.5
2025-07-14 00:00:00,1752451200000,2.8361,2.9472,2.8207,2.9267,60819625.6
2025-07-14 04:00:00,1752465600000,2.9267,2.9799,2.8755,2.9569,84095707.5
2025-07-14 08:00:00,1752480000000,2.957,3.0222,2.9276,2.9772,103849359.3
2025-07-14 12:00:00,1752494400000,2.9772,3.035,2.9093,2.9469,111003002.8
2025-07-14 16:00:00,1752508800000,2.9468,3.0022,2.9101,2.93,51496654.5
2025-07-14 20:00:00,1752523200000,2.93,2.9637,2.8762,2.9582,31273459.5
2025-07-15 00:00:00,1752537600000,2.9582,2.9582,2.8038,2.8497,72135384.2
2025-07-15 04:00:00,1752552000000,2.8496,2.8869,2.8215,2.8524,44762462.8
2025-07-15 08:00:00,1752566400000,2.8523,2.9287,2.8194,2.9049,51095939.6
2025-07-15 12:00:00,1752580800000,2.9049,2.9342,2.8407,2.8903,67733324.7
2025-07-15 16:00:00,1752595200000,2.8902,2.9462,2.8575,2.8631,43306104.2
2025-07-15 20:00:00,1752609600000,2.863,2.9286,2.854,2.919,24932065.2
2025-07-16 00:00:00,1752624000000,2.9189,2.9365,2.8774,2.9044,24416599.9
2025-07-16 04:00:00,1752638400000,2.9044,2.9391,2.8912,2.9293,25243801.3
2025-07-16 08:00:00,1752652800000,2.9293,2.9637,2.9203,2.9513,24764646.6
2025-07-16 12:00:00,1752667200000,2.9513,3.0071,2.946,2.9764,63438865.9
2025-07-16 16:00:00,1752681600000,2.9764,3.078,2.9677,3.0592,75011928.6
2025-07-16 20:00:00,1752696000000,3.0591,3.1,3.0189,3.038,59408775.9
2025-07-17 00:00:00,1752710400000,3.038,3.0794,2.9873,3.025,36735773.8
2025-07-17 04:00:00,1752724800000,3.0249,3.1728,3.0149,3.1553,86501239.1
2025-07-17 08:00:00,1752739200000,3.1553,3.2986,3.1395,3.2623,124259980.8
2025-07-17 12:00:00,1752753600000,3.2624,3.275,3.1675,3.2534,99642892.0
2025-07-17 16:00:00,1752768000000,3.2533,3.3993,3.2221,3.3057,127292100.7
2025-07-17 20:00:00,1752782400000,3.3057,3.5495,3.2842,3.4814,173906858.79
2025-07-18 00:00:00,1752796800000,3.4813,3.6607,3.4621,3.6054,159583073.41
2025-07-18 04:00:00,1752811200000,3.6054,3.6384,3.4381,3.4503,110584483.5
2025-07-18 08:00:00,1752825600000,3.4503,3.5101,3.4005,3.49,115090177.4
2025-07-18 12:00:00,1752840000000,3.4899,3.545,3.3439,3.3736,119481238.6
2025-07-18 16:00:00,1752854400000,3.3736,3.4789,3.3634,3.434,54396397.1
2025-07-18 20:00:00,1752868800000,3.4339,3.4517,3.3576,3.4135,49587520.7
2025-07-19 00:00:00,1752883200000,3.4136,3.4792,3.3971,3.4494,51028135.4
2025-07-19 04:00:00,1752897600000,3.4494,3.4855,3.4166,3.4651,43301104.6
2025-07-19 08:00:00,1752912000000,3.4651,3.4735,3.388,3.3925,32276525.5
2025-07-19 12:00:00,1752926400000,3.3926,3.4312,3.3547,3.4098,37770995.8
2025-07-19 16:00:00,1752940800000,3.4098,3.4594,3.4042,3.4317,21420324.9
2025-07-19 20:00:00,1752955200000,3.4317,3.4445,3.38,3.4244,19103948.3
2025-07-20 00:00:00,1752969600000,3.4243,3.4513,3.3856,3.4345,38089827.2
2025-07-20 04:00:00,1752984000000,3.4345,3.4584,3.4022,3.4419,33611520.1
2025-07-20 08:00:00,1752998400000,3.442,3.5352,3.4419,3.4987,67145174.8
2025-07-20 12:00:00,1753012800000,3.4988,3.5466,3.4777,3.5183,45203023.4
2025-07-20 16:00:00,1753027200000,3.5182,3.5579,3.483,3.5234,48211350.1
2025-07-20 20:00:00,1753041600000,3.5235,3.5258,3.4038,3.454,49613588.7
2025-07-21 00:00:00,1753056000000,3.4541,3.4897,3.4076,3.4785,37335400.2
2025-07-21 04:00:00,1753070400000,3.4784,3.5809,3.4716,3.5663,48087961.9
2025-07-21 08:00:00,1753084800000,3.5664,3.5797,3.5209,3.5329,31708302.3
2025-07-21 12:00:00,1753099200000,3.5329,3.6495,3.4996,3.604,68232950.4
2025-07-21 16:00:00,1753113600000,3.604,3.6239,3.527,3.5465,51708550.4
2025-07-21 20:00:00,1753128000000,3.5465,3.575,3.5117,3.5495,22657416.4
2025-07-22 00:00:00,1753142400000,3.5494,3.5744,3.4618,3.5007,59831609.0
2025-07-22 04:00:00,1753156800000,3.5006,3.5034,3.4218,3.4762,51012766.2
2025-07-22 08:00:00,1753171200000,3.4761,3.5225,3.4261,3.5198,33949588.5
2025-07-22 12:00:00,1753185600000,3.5198,3.5371,3.4401,3.5076,48935406.9
2025-07-22 16:00:00,1753200000000,3.5076,3.5787,3.4916,3.5177,38244329.6
2025-07-22 20:00:00,1753214400000,3.5177,3.5541,3.513,3.5504,16690912.5
2025-07-23 00:00:00,1753228800000,3.5504,3.5519,3.488,3.4915,28688656.9
2025-07-23 04:00:00,1753243200000,3.4915,3.5107,3.4607,3.4678,28073567.2
2025-07-23 08:00:00,1753257600000,3.4677,3.4755,3.4304,3.4504,30818570.5
2025-07-23 12:00:00,1753272000000,3.4504,3.4504,3.2204,3.3224,139599412.5
2025-07-23 16:00:00,1753286400000,3.3224,3.3224,3.1597,3.1838,87014381.1
2025-07-23 20:00:00,1753300800000,3.1838,3.2161,3.02,3.1838,130202073.1
2025-07-24 00:00:00,1753315200000,3.1839,3.2373,3.15,3.192,49215551.9
2025-07-24 04:00:00,1753329600000,3.192,3.1965,2.9555,3.075,114510469.6
2025-07-24 08:00:00,1753344000000,3.075,3.1788,3.055,3.1685,64732542.0
2025-07-24 12:00:00,1753358400000,3.1684,3.2651,3.1185,3.2261,67528520.1
2025-07-24 16:00:00,1753372800000,3.2261,3.2603,3.1686,3.2087,38914160.0
2025-07-24 20:00:00,1753387200000,3.2087,3.2426,3.126,3.1453,31555219.8
2025-07-25 00:00:00,1753401600000,3.1454,3.1618,3.0447,3.0689,43909091.3
2025-07-25 04:00:00,1753416000000,3.0689,3.1187,3.0353,3.0745,43736519.3
2025-07-25 08:00:00,1753430400000,3.0745,3.1534,3.0632,3.1346,35150990.3
2025-07-25 12:00:00,1753444800000,3.1346,3.1523,2.9981,3.0375,63829593.3
2025-07-25 16:00:00,1753459200000,3.0375,3.0976,3.0254,3.0707,23338666.8
2025-07-25 20:00:00,1753473600000,3.0708,3.1507,3.0708,3.1423,24315960.9
2025-07-26 00:00:00,1753488000000,3.1422,3.1635,3.1088,3.144,17461595.7
2025-07-26 04:00:00,1753502400000,3.144,3.1766,3.1389,3.1551,14467531.2
2025-07-26 08:00:00,1753516800000,3.1552,3.2111,3.1541,3.1855,23437924.6
2025-07-26 12:00:00,1753531200000,3.1856,3.199,3.1761,3.1921,13839535.9
2025-07-26 16:00:00,1753545600000,3.1921,3.2181,3.1584,3.1911,17914640.5
2025-07-26 20:00:00,1753560000000,3.1911,3.2098,3.1637,3.1662,9709995.6
2025-07-27 00:00:00,1753574400000,3.1662,3.2064,3.1564,3.1994,12746125.0
2025-07-27 04:00:00,1753588800000,3.1994,3.2387,3.1858,3.1897,18284043.8
2025-07-27 08:00:00,1753603200000,3.1897,3.2148,3.1674,3.1802,17508757.9
2025-07-27 12:00:00,1753617600000,3.1802,3.2077,3.163,3.1866,22756577.0
2025-07-27 16:00:00,1753632000000,3.1866,3.2288,3.1768,3.2088,33099413.6
2025-07-27 20:00:00,1753646400000,3.2089,3.2515,3.1893,3.2389,26054290.8
2025-07-28 00:00:00,1753660800000,3.239,3.2928,3.2224,3.2693,37208563.1
2025-07-28 04:00:00,1753675200000,3.2693,3.3308,3.25,3.2737,39286539.8
2025-07-28 08:00:00,1753689600000,3.2736,3.2777,3.2241,3.2448,29001008.5
2025-07-28 12:00:00,1753704000000,3.2449,3.2495,3.1405,3.1601,51854841.2
2025-07-28 16:00:00,1753718400000,3.1601,3.1856,3.1141,3.1607,37559774.6
2025-07-28 20:00:00,1753732800000,3.1607,3.164,3.1073,3.1235,26912885.1
2025-07-29 00:00:00,1753747200000,3.1235,3.1482,3.0788,3.1406,25134181.8
2025-07-29 04:00:00,1753761600000,3.1407,3.1823,3.1222,3.1753,20998166.5
2025-07-29 08:00:00,1753776000000,3.1754,3.1856,3.1133,3.1376,23064062.5
2025-07-29 12:00:00,1753790400000,3.1376,3.1749,3.0768,3.0987,41058072.9
2025-07-29 16:00:00,1753804800000,3.0987,3.1624,3.0533,3.12,32006805.4
2025-07-29 20:00:00,1753819200000,3.1201,3.1374,3.094,3.128,15169680.8
2025-07-30 00:00:00,1753833600000,3.1281,3.15,3.0932,3.1382,12526008.7
2025-07-30 04:00:00,1753848000000,3.1381,3.147,3.1042,3.1136,14628095.6

result:
[2025-07-30 03:00:00] CLOSE: 3.1280 | EMA9: 3.1442 | EMA21: 3.1691 | Signal: NONE | ➖ NEUTRAL
[2025-07-30 07:00:00] CLOSE: 3.1382 | EMA9: 3.1430 | EMA21: 3.1663 | Signal: NONE | ➖ NEUTRAL
[2025-07-30 11:00:00] CLOSE: 3.1202 | EMA9: 3.1384 | EMA21: 3.1621 | Signal: NONE | ➖ NEUTRAL
[2025-07-30 15:00:00] CLOSE: 3.1235 | EMA9: 3.1354 | EMA21: 3.1586 | Signal: NONE | ➖ NEUTRAL
